day_of_week,hour,state,road_type,junction_type,weather_condition,road_condition,light_condition,speed_kmh,speed_limit_kmh,visibility_m,num_vehicles,driver_age,driver_experience_yrs,vehicle_type,alcohol_involved,seatbelt_worn,num_casualties,speed_excess_kmh,is_night,accident_severity
5,1.2413521715370115,3,3,0,0,4,1,0.04938755469311796,-0.2624721619821763,-1.6987737338520945,-0.1857321946585618,-0.06092155336444113,1.060107211192408,2,1.0,0.0,0.18406572398036455,-0.17279720026690243,0,2
3,1.2413521715370115,6,3,0,3,0,1,-0.969749133220253,-0.6485493480740924,1.5115423932145307,-0.1857321946585618,-1.2413298532995822,-0.3493462552952026,4,0.0,0.0,-0.9125324919603691,-0.7964465240431744,0,0
2,-1.4226835062454464,4,4,0,0,1,3,0.08317752872073372,2.0539909545693202,0.1722884080118466,-0.1857321946585618,-0.7873266610168357,-0.6664732852549148,3,0.0,1.0,-0.36423338399000227,-0.7964465240431744,1,1
0,-0.2571678972156211,2,4,0,0,4,1,1.6029495789513057,-0.6485493480740924,-1.6819611631756155,2.6293916557021166,2.572296961875489,-0.014601057004395018,3,0.0,0.0,0.7323648319507313,2.0077948409088737,0,2
6,0.24233879236858974,4,0,0,3,2,2,-0.09043302749011872,-0.2624721619821763,0.11963851563024137,-0.8895131572487315,-1.150529214843033,1.3596160728210251,0,0.0,1.0,-0.36423338399000227,-0.3297998272315581,0,1
0,-0.7566745867998319,5,1,3,0,1,1,0.18648940333390307,-1.4207037202579245,-0.4303095199187958,0.5180487679316078,0.1206797235486575,1.430088746145406,3,0.0,1.0,-0.36423338399000227,1.2895078225455734,0,1
0,1.0748499416756079,1,0,3,3,4,1,-0.29123091912548954,-1.4207037202579245,-0.27501445919658185,-0.1857321946585618,-0.06092155336444113,1.4829432511386915,3,0.0,1.0,0.18406572398036455,0.7530821804163325,0,1
2,-0.4236701270770247,1,1,3,0,0,1,1.1197917894070095,0.5096822102016558,-0.0692816864449307,0.5180487679316078,-0.06092155336444113,1.7648339444362133,0,1.0,1.0,0.7323648319507313,0.1569083163588751,0,2
0,0.7418454819528005,3,1,2,0,0,1,-0.31026205392265216,-0.2624721619821763,0.09751671210855846,-0.1857321946585618,-0.06092155336444113,-0.014601057004395018,3,1.0,1.0,-0.9125324919603691,-0.5766428462926558,0,1
6,0.40884102222999336,3,3,3,1,3,1,-0.022464688928823008,-0.6485493480740924,-0.0692816864449307,-0.8895131572487315,-0.605725384103737,1.2186707261722645,5,0.0,0.0,-0.36423338399000227,0.1826393024447494,0,1
4,-1.0896790465226391,5,0,0,0,0,3,-0.9390662832411538,2.0539909545693202,0.27803062884549135,-0.1857321946585618,1.1194867465707,0.24967146796203196,1,0.0,0.0,-0.36423338399000227,-0.7964465240431744,0,1
4,-1.0896790465226391,5,1,1,1,0,1,0.4253495645635997,-0.2624721619821763,-0.02105615476766179,0.5180487679316078,-0.878127299473385,-0.6136187802616294,1,1.0,1.0,-0.36423338399000227,0.24936541890472821,0,1
2,-0.5901723569384283,5,2,3,1,0,4,1.4456514239951643,-0.2624721619821763,-0.5639252131897609,2.6293916557021166,0.5746829158314041,-0.014601057004395018,2,0.0,0.0,-0.9125324919603691,1.395048477338481,0,2
0,-0.9231768166612355,4,1,1,2,1,1,0.9749221306449333,0.5096822102016558,-1.1722748100360412,-0.8895131572487315,-0.06092155336444113,0.5667984979217444,3,1.0,1.0,0.18406572398036455,-0.005763849912838015,0,2
4,0.07583656250718612,1,3,0,2,0,1,-1.149185547022074,1.281836582385488,0.8797436846352668,-0.1857321946585618,0.029879085092108182,-0.9307458102213417,5,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
1,-1.0896790465226391,3,3,3,0,3,1,-0.09043302749011872,0.5096822102016558,0.010356806233128056,1.925610693111947,1.1194867465707,1.8176884494294987,3,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,1
2,-0.4236701270770247,2,1,0,3,0,1,-0.09043302749011872,-0.2624721619821763,-1.597013437652353,-0.8895131572487315,-1.4229311302126808,1.165816221178979,0,1.0,0.0,0.7323648319507313,-0.3297998272315581,0,2
2,0.24233879236858974,0,0,0,1,0,3,1.6553822972700198,0.5096822102016558,-1.0886543927240795,0.5180487679316078,1.0286861081141507,0.5491803295906494,2,0.0,0.0,1.8289630478914651,0.7583156013151545,0,2
2,-0.0906656673542175,2,0,0,2,4,0,1.1737780697499816,-0.6485493480740924,-1.5740067619898026,-0.1857321946585618,0.029879085092108182,-0.7193277902482003,5,1.0,1.0,0.18406572398036455,1.5258839998090274,0,2
4,1.0748499416756079,2,4,0,1,0,1,-0.6062156195438371,1.281836582385488,-0.17413903513770768,-0.8895131572487315,0.847084831201052,1.060107211192408,0,0.0,1.0,0.7323648319507313,-0.7964465240431744,0,1
4,0.40884102222999336,4,2,1,0,0,1,1.017256695805969,-1.4207037202579245,-0.0692816864449307,1.925610693111947,2.0274931311361932,-0.1555464036531559,0,0.0,0.0,-0.9125324919603691,2.2223650977605702,0,2
4,1.7408588611212221,3,0,2,4,3,0,1.535758021402139,-0.2624721619821763,-1.1236068422883387,0.5180487679316078,-0.3333234687340891,0.6901256762394102,3,1.0,1.0,-0.36423338399000227,1.4962279480490366,1,2
5,0.5753432520913969,2,3,0,5,2,1,-0.8023528251064335,-0.6485493480740924,-0.0692816864449307,-0.8895131572487315,-0.06092155336444113,-0.014601057004395018,2,1.0,1.0,-0.9125324919603691,-0.6930864612914427,0,0
4,-0.0906656673542175,1,2,2,0,0,0,1.0735733191853285,0.5096822102016558,-1.778412226530153,1.2218297305217773,-0.06092155336444113,0.05587161631998557,2,0.0,1.0,-0.36423338399000227,0.1050102257788917,0,2
1,0.24233879236858974,5,4,1,2,0,0,-0.15684780402715656,-0.2624721619821763,0.07406760037557476,-0.8895131572487315,1.4826893003968973,-0.014601057004395018,3,0.0,1.0,-0.36423338399000227,-0.40437607503976997,0,1
0,1.2413521715370115,4,4,0,0,0,3,-0.5355285474400896,-0.2624721619821763,1.4376555694521096,-0.1857321946585618,0.9378854696576013,-0.9836003152146273,5,1.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
0,0.24233879236858974,2,4,2,2,0,2,0.7267405972696878,-0.2624721619821763,-0.9249530466636259,-0.1857321946585618,-0.15172219182099045,0.7782165178948859,1,0.0,1.0,-0.9125324919603691,0.5877933036952083,0,2
5,-0.2571678972156211,1,3,0,0,0,0,0.25523452290732773,0.5096822102016558,0.03867271474088209,-0.8895131572487315,0.5746829158314041,-0.6488551169238197,3,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,1
2,-2.0886924256910606,0,1,0,0,0,3,-0.03877709018353404,0.5096822102016558,0.040884895093050384,-0.1857321946585618,0.9378854696576013,0.32014414128641255,0,0.0,1.0,-0.36423338399000227,-0.7964465240431744,1,1
5,0.5753432520913969,6,2,2,0,4,3,0.4335057651909549,1.281836582385488,-0.7037350114467967,-0.1857321946585618,-0.9689279379299344,-1.6530907117962421,1,0.0,0.0,1.2806639399210982,-0.7964465240431744,0,2
0,-1.2561812763840428,6,1,0,1,0,2,0.7768429725520145,-0.6485493480740924,-1.409420543788482,1.925610693111947,-0.7873266610168357,1.6062704294563572,3,1.0,0.0,1.8289630478914651,1.080170986592699,1,2
6,0.40884102222999336,2,4,0,0,1,1,1.2432999703355356,-0.6485493480740924,-1.5682550930741652,2.6293916557021166,-1.9677349609519768,-1.0540729885390077,1,0.0,1.0,0.18406572398036455,1.6039491948831206,0,2
6,-0.0906656673542175,5,3,0,5,0,3,-0.877312192776891,-0.6485493480740924,1.7495729991078388,-0.8895131572487315,1.6642905773099959,0.020635279657795432,1,0.0,1.0,-0.9125324919603691,-0.7772573140808277,0,0
4,-0.2571678972156211,1,3,1,1,0,4,-0.1261649540480571,-0.6485493480740924,0.2160895789847792,1.2218297305217773,2.572296961875489,0.6548893395772202,1,0.0,1.0,0.7323648319507313,0.06619568744596285,0,1
5,-0.0906656673542175,0,4,0,2,4,3,0.2602835994861672,0.5096822102016558,-0.4869413369343041,0.5180487679316078,-1.3321304917561316,-1.7411815534517177,1,1.0,1.0,-0.9125324919603691,-0.7964465240431744,0,1
6,-0.7566745867998319,6,4,1,3,4,4,1.5578962802478185,-0.6485493480740924,-0.7599243923918713,-0.1857321946585618,0.7562841927445028,-0.6312369485927246,0,0.0,1.0,1.2806639399210982,1.957205105553596,0,2
3,0.7418454819528005,1,4,2,0,0,4,-1.2909480817356334,-1.4207037202579245,1.6486975750489647,-0.1857321946585618,0.4838822773748548,-1.7940360584450032,3,0.0,1.0,-0.9125324919603691,-0.3694866023809574,0,0
5,0.9083477118142042,1,1,0,2,1,1,-0.22481614258845228,1.281836582385488,-0.06176027324755856,-0.8895131572487315,-0.15172219182099045,-0.6664732852549148,3,0.0,1.0,0.18406572398036455,-0.7964465240431744,0,1
1,0.7418454819528005,6,3,3,2,2,3,1.5621685758145285,-0.2624721619821763,-1.2612044601932062,-0.1857321946585618,-0.06092155336444113,-1.37120001849872,5,0.0,1.0,2.925561263832199,1.5258839998090274,0,2
0,-0.9231768166612355,3,0,2,1,4,1,-0.04887524334121247,1.281836582385488,-0.0692816864449307,-0.8895131572487315,1.2102873850272493,-0.8602731368969613,0,0.0,0.0,-0.9125324919603691,-0.7964465240431744,0,1
3,1.5743566312598185,4,1,2,1,4,1,1.0992070925855884,-1.4207037202579245,-0.5254332750620323,0.5180487679316078,0.5746829158314041,0.17919879463765137,3,1.0,1.0,0.18406572398036455,2.314386081898188,1,2
4,-1.4226835062454464,0,2,2,3,0,1,2.350601303125559,2.0539909545693202,-1.4315423473101647,0.5180487679316078,0.4838822773748548,1.6767431027807376,2,1.0,1.0,0.18406572398036455,-0.20550608088453845,1,2
3,-1.58918573610685,1,0,0,3,3,4,-1.5018441265286824,0.5096822102016558,0.7580737652660107,-0.8895131572487315,-0.7873266610168357,0.9896345378680277,2,0.0,1.0,-0.9125324919603691,-0.7964465240431744,1,0
5,0.7418454819528005,3,4,2,5,1,2,-1.612147030251014,-0.6485493480740924,1.5743683152161103,0.5180487679316078,0.39308163891830544,-0.0850737303287756,3,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
1,0.9083477118142042,2,0,1,3,0,3,0.6409062954294231,1.281836582385488,-1.1488256983030571,0.5180487679316078,0.4838822773748548,0.35538047794860267,5,0.0,1.0,0.18406572398036455,-0.7964465240431744,0,2
2,-0.2571678972156211,5,3,0,3,0,0,-1.8797480889294869,-1.4207037202579245,-0.0692816864449307,-0.8895131572487315,2.299895046505841,0.7782165178948859,0,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
6,1.5743566312598185,5,1,0,0,1,1,-1.0497575774695498,-0.6485493480740924,-0.00203140373901468,0.5180487679316078,-0.24252283027753976,0.21443513129984182,0,0.0,1.0,-0.36423338399000227,-0.7964465240431744,1,1
4,0.24233879236858974,1,3,0,2,4,1,-1.1165607445126517,-0.2624721619821763,1.231480360630025,-0.8895131572487315,-0.5149247456471877,1.0424890428613132,3,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,0
5,0.5753432520913969,3,4,0,1,0,3,-0.4155158810661447,-0.2624721619821763,0.04884874436085603,-0.8895131572487315,0.847084831201052,0.9367800328747422,0,0.0,0.0,1.2806639399210982,-0.6948309349243833,0,1
0,-1.0896790465226391,6,1,0,1,0,3,-0.09043302749011872,-1.4207037202579245,0.45588992915982174,1.2218297305217773,0.5746829158314041,-0.3317280869641072,2,0.0,0.0,-0.36423338399000227,0.9785553974739079,0,1
5,0.7418454819528005,1,3,0,0,1,1,0.008994942062405384,-0.6485493480740924,-0.08166989641707319,1.2218297305217773,0.029879085092108182,-1.33596368183653,1,0.0,1.0,-0.36423338399000227,0.21796489351179707,0,1
4,-0.9231768166612355,3,3,0,2,4,1,-1.6443834422543713,-1.4207037202579245,1.695153362444499,-0.8895131572487315,-0.4241241071906384,-0.965982146883532,3,0.0,0.0,-0.9125324919603691,-0.7663543538749485,0,0
4,1.4078544013984151,2,4,0,0,0,1,1.111635588779654,-0.2624721619821763,-0.0692816864449307,0.5180487679316078,-0.06092155336444113,-1.4416726918231006,3,0.0,1.0,-0.36423338399000227,1.0199866462562477,1,2
2,0.07583656250718612,2,1,0,0,0,3,-0.4225069101753065,0.5096822102016558,0.05725502969909544,-0.8895131572487315,-0.5149247456471877,0.05587161631998557,4,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,1
3,-0.9231768166612355,3,3,0,2,3,1,-0.25355704003722856,-0.6485493480740924,0.2550239531829409,-0.8895131572487315,0.1206797235486575,0.32014414128641255,3,0.0,1.0,-0.36423338399000227,-0.07685115045516813,0,1
4,0.5753432520913969,5,1,3,2,0,4,-0.3296815792258795,-0.2624721619821763,0.35147501653747826,-0.1857321946585618,-1.4229311302126808,-0.1555464036531559,1,0.0,1.0,0.18406572398036455,-0.5984487667044136,0,1
5,0.40884102222999336,6,3,0,0,0,0,1.2852461449905066,0.5096822102016558,-1.137322360471782,2.6293916557021166,0.7562841927445028,-0.014601057004395018,3,1.0,1.0,0.18406572398036455,0.3426947582670515,0,2
0,0.5753432520913969,5,4,2,2,4,4,0.08201235720254003,-0.2624721619821763,0.010356806233128056,1.925610693111947,0.30228100046175616,1.9410156277471646,0,1.0,1.0,-0.36423338399000227,-0.13616325397514922,0,1
6,1.0748499416756079,0,0,0,2,0,3,-0.4081364614509181,-0.2624721619821763,0.9036352324386842,-0.8895131572487315,-1.3321304917561316,0.0382534479888905,4,1.0,1.0,-0.36423338399000227,-0.6865446851679151,0,0
0,0.24233879236858974,5,2,0,5,0,0,-1.2062789514135623,1.281836582385488,2.0053010478184934,-0.8895131572487315,-1.9677349609519768,-1.7059452167895277,5,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,0
4,-1.58918573610685,1,0,0,0,0,1,-0.09043302749011872,0.5096822102016558,1.0430025946252865,-0.8895131572487315,-1.7861336840388782,-1.758799721782813,3,0.0,1.0,-0.9125324919603691,-0.7964465240431744,1,0
2,1.7408588611212221,5,0,3,1,0,3,-0.6112646961226763,0.5096822102016558,1.8013380193485768,-0.8895131572487315,2.572296961875489,-0.06745556199768023,3,0.0,1.0,-0.36423338399000227,-0.7964465240431744,1,0
4,-0.4236701270770247,5,4,0,1,0,1,-0.7270050669299112,-0.6485493480740924,1.7194873463183502,-0.8895131572487315,0.6654835542879534,0.5139439929284589,5,0.0,1.0,-0.9125324919603691,-0.6084794900938223,0,0
2,-0.7566745867998319,2,4,0,3,0,0,-1.6525396428817265,-0.6485493480740924,0.8001051919572082,0.5180487679316078,-0.605725384103737,2.2757608260379723,0,0.0,0.0,-0.36423338399000227,-0.7964465240431744,0,0
1,0.40884102222999336,0,4,0,5,0,1,-1.534857319544169,-0.6485493480740924,1.5208335506936377,-0.8895131572487315,-1.0597285763864837,0.24967146796203196,2,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,0
2,0.07583656250718612,2,2,3,0,0,4,-0.819053616867209,-0.6485493480740924,1.2093585571083423,-0.8895131572487315,-1.4229311302126808,-1.353581850167625,4,0.0,1.0,-0.9125324919603691,-0.7118395528455543,0,0
4,0.5753432520913969,2,2,0,2,0,1,-0.2570525545918096,-0.6485493480740924,-0.16573274979946828,-0.1857321946585618,0.39308163891830544,-0.6312369485927246,3,0.0,1.0,-0.9125324919603691,-0.08077621612928468,0,1
2,-0.0906656673542175,1,1,0,2,2,1,-0.4225069101753065,2.0539909545693202,1.5518040756239937,-0.1857321946585618,0.6654835542879534,-1.1774001668566736,3,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,0
1,-0.0906656673542175,0,4,0,5,4,3,0.40670682027250127,0.5096822102016558,-0.08830643747357807,1.2218297305217773,-0.15172219182099045,0.4787076562662688,0,0.0,1.0,0.18406572398036455,-0.64380508116087,0,1
4,0.24233879236858974,0,2,0,2,0,4,-0.6000013714468045,1.281836582385488,-0.0692816864449307,1.925610693111947,-1.6953330455823288,-0.26125541363972693,0,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,1
6,-1.0896790465226391,5,3,0,0,1,1,-1.3336710374027336,0.5096822102016558,-0.0692816864449307,-0.8895131572487315,-1.2413298532995822,0.09110795298217571,0,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
0,1.5743566312598185,1,0,1,5,4,1,-1.1759844919405276,-0.6485493480740924,1.0983071034294938,-0.8895131572487315,-1.9677349609519768,0.4082349829418882,4,0.0,1.0,-0.36423338399000227,-0.7964465240431744,1,0
3,-0.9231768166612355,1,0,0,0,0,2,1.2778667253752802,0.5096822102016558,-0.0692816864449307,-0.1857321946585618,0.39308163891830544,0.32014414128641255,0,1.0,1.0,-0.36423338399000227,0.3344085085105836,0,2
0,0.9083477118142042,0,0,0,4,3,1,-0.12810690657837973,-0.6485493480740924,-0.25908676066097003,-0.1857321946585618,-1.9677349609519768,0.795834686225981,3,0.0,1.0,-0.9125324919603691,0.06401509540478721,0,1
4,-0.4236701270770247,3,3,1,2,0,1,-0.23025360967335595,-0.2624721619821763,-0.6559519158399616,-0.8895131572487315,-1.7861336840388782,-0.6312369485927246,2,0.0,1.0,0.18406572398036455,-0.4868024541962144,0,1
2,-0.9231768166612355,3,2,0,0,0,2,-0.09043302749011872,-0.2624721619821763,-0.0692816864449307,-0.8895131572487315,-0.5149247456471877,-0.948363978552437,3,0.0,1.0,-0.9125324919603691,-0.3297998272315581,0,0
1,0.7418454819528005,3,1,0,2,0,1,-1.215988714065176,1.281836582385488,1.494287386467618,-0.1857321946585618,0.1206797235486575,-0.1555464036531559,2,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,0
0,0.9083477118142042,4,2,2,0,4,4,-0.6431127176199691,-0.2624721619821763,-0.4267700313553267,-0.8895131572487315,-0.06092155336444113,-0.29649175030191705,2,0.0,1.0,0.18406572398036455,-0.7964465240431744,0,1
5,-0.2571678972156211,2,0,3,0,1,1,-1.3818314601547372,2.0539909545693202,1.5203911146232039,0.5180487679316078,-0.6965260225602864,-1.7940360584450032,5,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
3,1.4078544013984151,5,2,1,0,1,1,1.1904788615107573,0.5096822102016558,-1.3700437335198863,1.925610693111947,0.4838822773748548,0.0030171113267000514,2,0.0,0.0,2.925561263832199,0.23628186665767367,1,2
3,1.2413521715370115,2,4,0,0,0,1,-0.22442775208238752,-1.4207037202579245,0.19131315904049423,-0.1857321946585618,-0.878127299473385,-0.3493462552952026,4,1.0,1.0,0.18406572398036455,0.8280945466327791,0,1
2,1.4078544013984151,3,0,3,0,3,1,-0.13004885910870237,0.5096822102016558,-0.5670222656827963,-0.8895131572487315,-0.3333234687340891,-1.7940360584450032,3,0.0,0.0,-0.36423338399000227,-0.7964465240431744,1,1
5,-0.5901723569384283,3,3,0,5,0,0,-1.5674821220535908,0.5096822102016558,0.8452336711414411,-0.8895131572487315,-1.6045324071257796,0.9896345378680277,0,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
5,1.2413521715370115,5,2,3,0,4,1,1.3194245095241866,1.281836582385488,-1.0435259135398465,1.925610693111947,-0.06092155336444113,-0.014601057004395018,1,0.0,1.0,1.2806639399210982,-0.4911636382785657,0,2
3,-0.0906656673542175,4,0,3,0,4,3,-0.6574831663443573,0.5096822102016558,1.376599391732265,-0.8895131572487315,-1.2413298532995822,-0.22601907697753648,3,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,0
2,0.24233879236858974,0,0,0,0,0,1,-1.1456900324674928,-1.4207037202579245,1.7411667137695992,0.5180487679316078,0.7562841927445028,-1.0012184835457223,0,0.0,1.0,-0.9125324919603691,-0.2063783177010092,0,0
2,-0.4236701270770247,6,1,3,1,0,1,-0.6108763056166119,-0.2624721619821763,0.1957375197448308,-0.1857321946585618,-0.3333234687340891,-0.19078274031534634,3,0.0,1.0,-0.9125324919603691,-0.7964465240431744,0,1
5,-1.0896790465226391,1,4,0,1,0,1,-0.09198658951437716,-0.6485493480740924,-0.05379642397975266,-0.1857321946585618,-0.06092155336444113,1.465325082807596,1,0.0,0.0,-0.36423338399000227,0.10457410737065632,0,1
5,1.4078544013984151,1,3,1,2,4,1,-0.2081153508276765,-0.6485493480740924,0.05725502969909544,-0.8895131572487315,0.2114803620052068,0.5139439929284589,3,0.0,1.0,-0.36423338399000227,-0.025825296691654887,1,1
3,1.7408588611212221,6,3,2,0,4,3,0.04356169710215008,-0.2624721619821763,-0.2458136785479603,-0.8895131572487315,-0.7873266610168357,-0.014601057004395018,3,0.0,1.0,-0.9125324919603691,-0.17933897639042937,1,1
5,1.0748499416756079,5,0,0,0,0,1,-0.09043302749011872,-0.6485493480740924,-2.0655532362415974,1.2218297305217773,-1.3321304917561316,-0.014601057004395018,3,0.0,0.0,0.18406572398036455,0.10631858100359722,0,2
5,-1.2561812763840428,1,2,0,5,4,1,-0.9107137762984421,-0.6485493480740924,1.0434450306957204,-0.8895131572487315,-0.605725384103737,1.324379736158835,4,0.0,1.0,-0.9125324919603691,-0.7964465240431744,1,0
0,-1.9221901958296572,4,3,0,0,4,2,0.031909981920213236,-0.6485493480740924,-0.24183175391405748,0.5180487679316078,-0.9689279379299344,-0.6312369485927246,5,0.0,1.0,-0.36423338399000227,0.24369587959767078,1,1
0,-1.7556879659682536,5,1,0,0,1,2,2.12261607606567,-0.6485493480740924,-0.9426504894809722,2.6293916557021166,0.30228100046175616,-1.4064363551609103,1,0.0,1.0,2.925561263832199,2.591321271127512,1,2
5,-2.0886924256910606,6,4,0,0,4,1,-0.5537829012251232,-1.4207037202579245,1.3783691360139994,-0.8895131572487315,0.4838822773748548,1.095343547854598,0,0.0,1.0,-0.9125324919603691,0.45826613644936753,1,0
0,0.9083477118142042,5,4,0,0,0,3,-0.3630831627474308,0.5096822102016558,0.09618940389725768,0.5180487679316078,-0.3333234687340891,-0.8426549685658661,0,0.0,1.0,0.7323648319507313,-0.7964465240431744,0,1
0,1.0748499416756079,5,4,0,2,2,2,2.6683047370863577,2.0539909545693202,-1.3231455100539184,1.2218297305217773,0.30228100046175616,0.19681696296874676,2,0.0,0.0,0.18406572398036455,0.15123877705181765,0,2
3,-0.2571678972156211,5,2,0,2,1,3,-0.6392288125593236,-0.2624721619821763,-0.14184120199605058,-0.8895131572487315,-0.4241241071906384,0.24967146796203196,2,0.0,1.0,-0.36423338399000227,-0.7964465240431744,0,1
5,0.7418454819528005,2,2,0,2,0,1,1.484490474601619,-0.6485493480740924,-1.1550198032891283,-0.8895131572487315,-1.9677349609519768,-0.6312369485927246,5,0.0,0.0,1.2806639399210982,1.8747787263971516,0,2
4,1.5743566312598185,3,4,0,0,4,3,0.2734888766923614,-0.2624721619821763,-0.0692816864449307,1.2218297305217773,-1.7861336840388782,-1.7940360584450032,4,0.0,0.0,0.7323648319507313,0.07884312128478202,1,2
1,1.2413521715370115,2,1,0,0,4,1,1.0766804432338448,1.281836582385488,-0.9581357519461503,1.2218297305217773,-0.06092155336444113,-0.014601057004395018,3,0.0,0.0,3.1997108178173823,-0.7637376434255377,0,2
5,0.7418454819528005,3,2,1,0,0,0,1.17960392734095,1.281836582385488,-0.800628510871768,0.5180487679316078,1.3918886619403479,-0.4374370969506781,3,1.0,0.0,1.2806639399210982,-0.6481662652432213,0,2
1,-0.5901723569384283,0,0,0,3,3,2,-0.19724041665786912,-1.4207037202579245,-0.229443543941915,-0.8895131572487315,-0.06092155336444113,-0.014601057004395018,3,0.0,1.0,-0.36423338399000227,0.8586228352092401,0,1
3,0.40884102222999336,4,3,3,0,0,4,1.205626091247274,-0.6485493480740924,-0.0692816864449307,1.925610693111947,0.2114803620052068,1.3067615678277402,1,0.0,1.0,0.18406572398036455,1.56164570928431,0,2
2,-1.7556879659682536,1,1,0,2,0,1,-0.6400055935714528,0.5096822102016558,1.154054048304135,1.925610693111947,1.5734899388534467,0.8486891912192666,5,0.0,1.0,-0.36423338399000227,-0.7964465240431744,1,0
2,0.7418454819528005,3,0,2,3,4,4,2.204954863351354,-0.2624721619821763,-1.6465662775409229,-0.1857321946585618,0.2114803620052068,0.3906168146107931,2,0.0,1.0,2.925561263832199,2.24765996543821,0,2
2,-1.7556879659682536,2,1,0,3,0,1,1.2196081494655984,-0.2624721619821763,-1.0125553886094902,0.5180487679316078,1.1194867465707,0.531562161259554,5,1.0,1.0,0.18406572398036455,1.1412275637456208,1,2
5,1.5743566312598185,2,1,3,2,4,2,0.43933162278192334,-0.2624721619821763,0.7111755418000428,-0.1857321946585618,-1.0597285763864837,-0.6488551169238197,1,0.0,0.0,-0.9125324919603691,0.26506568160119376,1,1
6,1.2413521715370115,1,4,0,2,4,2,0.8281105193525344,-0.2624721619821763,-0.6674552536712368,0.5180487679316078,0.847084831201052,0.7782165178948859,0,0.0,1.0,0.7323648319507313,0.7016202082445838,0,2
2,-0.5901723569384283,3,2,3,0,0,2,0.440496794300117,0.5096822102016558,-0.0692816864449307,-0.8895131572487315,0.4838822773748548,0.24967146796203196,0,0.0,1.0,-0.9125324919603691,-0.6058627796444113,0,1
